customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1640,Female,0,0,0,57,0,0,DSL,One year,1,Credit card (automatic),41.1,2258.25,0
1641,Female,0,0,0,63,1,1,DSL,Two year,1,Credit card (automatic),79.85,4861.45,0
1642,Female,0,0,0,71,1,1,Fiber optic,Two year,0,Mailed check,111.3,7985.9,0
1643,Male,1,1,0,43,1,0,Fiber optic,One year,1,Bank transfer (automatic),100.55,4304,0
1644,Female,0,1,1,7,0,0,DSL,Month-to-month,0,Mailed check,34.65,246.6,0
1645,Female,0,1,1,5,1,1,No,Month-to-month,1,Mailed check,24.3,132.25,0
1646,Female,0,1,1,35,1,0,No,Two year,0,Credit card (automatic),19.7,730.4,0
1647,Female,0,1,1,67,1,1,DSL,Two year,1,Electronic check,75.5,5229.45,0
1648,Male,1,1,0,67,1,0,DSL,One year,1,Bank transfer (automatic),60.95,4119.4,0
1649,Female,0,0,0,31,1,0,No,One year,0,Mailed check,20.95,683.25,0
1650,Male,0,0,0,35,1,0,No,One year,1,Mailed check,19.15,638,0
1651,Female,0,0,0,70,1,1,Fiber optic,One year,1,Bank transfer (automatic),90.25,6385.95,0
1652,Female,0,0,0,4,1,1,Fiber optic,Month-to-month,1,Electronic check,88.95,355.2,1
1653,Female,0,1,0,60,1,1,Fiber optic,Month-to-month,1,Credit card (automatic),94.1,5475.9,0
1654,Male,0,1,1,34,0,0,DSL,Two year,1,Electronic check,40.55,1325.85,0
1655,Female,1,1,0,4,1,1,Fiber optic,Month-to-month,1,Electronic check,83.25,308.05,0
1656,Female,0,0,0,8,1,0,DSL,One year,0,Bank transfer (automatic),54.25,447.75,0
1657,Male,0,0,0,18,1,1,DSL,Month-to-month,0,Mailed check,56.25,969.85,0
1658,Female,0,1,1,62,1,1,Fiber optic,One year,1,Credit card (automatic),106.05,6703.5,0
1659,Male,0,1,0,33,1,1,Fiber optic,Month-to-month,1,Electronic check,93.35,3092,0
1660,Male,0,0,0,16,1,0,Fiber optic,Month-to-month,1,Credit card (automatic),74.55,1170.5,0
1661,Male,0,1,1,72,1,1,No,Two year,0,Bank transfer (automatic),24.3,1643.25,0
1662,Male,0,0,0,26,0,0,DSL,Month-to-month,0,Electronic check,35.75,1022.5,0
1663,Female,1,0,0,2,0,0,DSL,Month-to-month,0,Electronic check,24.35,41.85,1
1664,Female,1,0,0,30,0,0,DSL,Month-to-month,1,Electronic check,40.3,1172.95,1
1665,Male,0,0,0,62,1,0,DSL,Month-to-month,1,Bank transfer (automatic),80.4,4981.15,0
1666,Female,0,0,0,49,1,1,Fiber optic,Month-to-month,1,Electronic check,84.5,3906.7,0
1667,Female,0,1,1,72,1,1,No,Two year,0,Bank transfer (automatic),23.75,1679.25,0
1668,Female,0,1,0,1,0,0,DSL,Month-to-month,0,Electronic check,35,35,0
1669,Male,0,0,0,20,1,0,No,Month-to-month,1,Credit card (automatic),19.6,356.15,0
1670,Female,0,1,0,2,1,0,Fiber optic,Month-to-month,1,Electronic check,74.4,139.4,1
1671,Female,0,1,1,57,1,0,DSL,One year,1,Bank transfer (automatic),70.1,3913.3,1
1672,Male,0,1,0,67,1,1,No,Two year,0,Credit card (automatic),25.6,1784.9,0
1673,Male,0,1,1,22,1,1,DSL,One year,1,Mailed check,78.65,1663.75,0
1674,Female,0,0,0,15,1,1,DSL,Month-to-month,1,Mailed check,48.8,720.1,0
1675,Female,0,1,1,45,0,0,DSL,One year,0,Bank transfer (automatic),51,2264.5,0
1676,Male,0,1,0,11,1,0,DSL,Month-to-month,1,Bank transfer (automatic),55.05,608.15,0
1677,Female,0,0,1,15,1,0,DSL,One year,0,Credit card (automatic),65.6,1010,0
1678,Female,0,1,0,72,1,1,Fiber optic,One year,1,Electronic check,101.35,7323.15,0
1679,Female,0,0,0,13,0,0,DSL,Month-to-month,1,Electronic check,35.1,446.1,1
1680,Female,1,1,0,2,1,0,DSL,Month-to-month,0,Credit card (automatic),50.15,115.1,1
1681,Female,0,0,0,29,1,1,DSL,One year,1,Electronic check,55.25,1620.2,0
1682,Male,0,1,1,4,1,0,DSL,Month-to-month,0,Electronic check,44.8,169.65,0
1683,Male,0,1,1,34,1,0,Fiber optic,Month-to-month,0,Electronic check,78.3,2564.3,1
1684,Male,0,1,0,45,1,1,Fiber optic,Month-to-month,1,Mailed check,84.55,3713.95,0
1685,Female,0,1,1,61,0,0,DSL,Two year,0,Credit card (automatic),51.35,3244.4,0
1686,Male,0,0,0,5,1,1,DSL,Month-to-month,0,Electronic check,47.15,223.15,1
1687,Male,0,1,0,7,1,0,Fiber optic,Month-to-month,1,Electronic check,69.35,451.1,1
1688,Female,0,0,0,1,0,0,DSL,Month-to-month,0,Bank transfer (automatic),29.95,29.95,1
1689,Female,0,1,1,61,1,1,DSL,Month-to-month,0,Electronic check,59.8,3641.5,0
1690,Female,0,1,1,68,1,1,Fiber optic,Two year,1,Bank transfer (automatic),109.05,7508.55,0
1691,Female,0,0,0,16,1,0,No,One year,0,Bank transfer (automatic),20.1,318.6,0
1692,Female,0,0,1,8,0,0,DSL,Month-to-month,1,Electronic check,38.5,330.8,0
1693,Male,0,1,0,58,1,0,DSL,One year,0,Credit card (automatic),60.3,3563.8,1
1694,Female,1,0,0,1,1,0,Fiber optic,Month-to-month,1,Electronic check,70.55,70.55,1
1695,Female,0,1,0,57,1,1,Fiber optic,Month-to-month,1,Electronic check,99.65,5497.05,0
1696,Female,0,1,0,69,1,1,Fiber optic,Two year,1,Electronic check,116,8182.85,0
1697,Female,0,0,0,9,1,0,DSL,Month-to-month,0,Electronic check,45.15,416.45,1
1698,Male,0,0,0,1,1,0,No,Month-to-month,0,Mailed check,20,20,0
1699,Male,0,0,0,4,1,0,DSL,Month-to-month,1,Mailed check,50.8,202.3,0
1700,Female,0,1,1,23,0,0,DSL,Two year,0,Mailed check,34.6,813.45,0
1701,Female,0,0,0,1,1,0,No,Month-to-month,1,Mailed check,20.2,20.2,1
1702,Male,1,1,0,2,1,0,Fiber optic,Month-to-month,0,Electronic check,70.1,141.65,0
1703,Female,0,0,0,33,1,1,Fiber optic,Month-to-month,1,Electronic check,100,3320.6,0
1704,Female,1,0,0,20,1,1,Fiber optic,Month-to-month,1,Electronic check,94.1,1782.4,1
1705,Male,0,1,1,8,1,0,Fiber optic,Month-to-month,1,Electronic check,94.75,759.55,0
1706,Female,0,1,1,18,1,0,DSL,Month-to-month,0,Mailed check,55.95,1082.8,0
1707,Male,0,0,0,13,1,0,Fiber optic,Month-to-month,1,Electronic check,70.15,931.75,0
1708,Female,0,0,0,15,1,0,DSL,One year,0,Mailed check,56.15,931.9,0
1709,Female,0,0,0,2,1,0,DSL,Month-to-month,0,Mailed check,49.2,103.7,0
1710,Male,1,0,0,67,1,1,Fiber optic,Month-to-month,1,Credit card (automatic),101.4,6841.05,0
1711,Female,0,1,1,72,1,1,DSL,Two year,0,Credit card (automatic),84.7,5893.9,0
1712,Male,0,0,1,1,1,0,No,Month-to-month,0,Mailed check,19.25,19.25,1
1713,Male,0,1,0,60,0,0,DSL,Month-to-month,1,Bank transfer (automatic),60.2,3582.4,0
1714,Male,0,0,0,10,1,0,DSL,Month-to-month,1,Electronic check,45.55,402.6,1
1715,Male,0,1,0,41,1,0,No,Two year,1,Electronic check,19.75,899.45,0
1716,Male,0,0,1,55,1,0,No,One year,0,Bank transfer (automatic),19.1,1001.5,0
1717,Female,0,1,0,1,1,0,DSL,Month-to-month,1,Mailed check,53.55,53.55,0
1718,Female,0,0,0,2,1,0,Fiber optic,Month-to-month,1,Electronic check,69.7,135.2,0
1719,Male,1,0,0,24,1,1,Fiber optic,Month-to-month,1,Electronic check,101.25,2440.15,1
1720,Female,1,1,0,72,1,1,Fiber optic,Two year,1,Credit card (automatic),116.75,8277.05,0
1721,Male,0,1,0,35,1,0,DSL,Month-to-month,0,Mailed check,61,2130.45,0
1722,Female,1,0,0,17,1,0,Fiber optic,Month-to-month,1,Electronic check,89.15,1496.9,1
1723,Male,0,0,0,3,0,0,DSL,Month-to-month,0,Mailed check,41.35,107.25,0
1724,Female,0,0,0,38,1,0,No,Two year,0,Mailed check,20.3,743.05,0
1725,Male,0,1,1,4,1,1,Fiber optic,Month-to-month,1,Bank transfer (automatic),84.8,371.9,1
1726,Male,0,1,1,40,1,1,No,Two year,0,Credit card (automatic),25.25,1006.9,0
1727,Male,0,0,0,12,1,0,DSL,Month-to-month,0,Bank transfer (automatic),50.25,593.75,1
1728,Male,0,0,0,1,1,0,Fiber optic,Month-to-month,1,Electronic check,89.55,89.55,1
1729,Female,0,1,1,71,1,1,No,Two year,0,Bank transfer (automatic),25.45,1813.35,0
1730,Male,0,0,0,1,1,1,No,Month-to-month,1,Mailed check,25,25,0
1731,Female,0,1,0,51,1,1,Fiber optic,One year,1,Electronic check,98.85,4947.55,0
1732,Female,0,0,0,9,1,0,DSL,Month-to-month,1,Bank transfer (automatic),59.5,530.05,0
1733,Male,0,1,1,72,1,1,DSL,Two year,1,Credit card (automatic),90.6,6441.85,0
1734,Male,0,1,0,59,1,1,Fiber optic,One year,0,Electronic check,85.55,5084.65,1
1735,Female,0,0,0,8,1,0,DSL,Month-to-month,1,Electronic check,60,487.75,0
1736,Male,0,0,0,10,1,0,DSL,Month-to-month,0,Mailed check,46,492.1,0
1737,Female,0,1,1,55,1,0,No,Two year,0,Mailed check,21,1210.3,0
1738,Female,0,1,1,68,0,0,DSL,Two year,0,Credit card (automatic),60.3,4109,0
1739,Male,0,1,1,15,1,0,No,One year,1,Mailed check,19.5,239.75,0
1740,Female,0,0,0,9,1,1,Fiber optic,Month-to-month,1,Electronic check,74.75,706.6,1
1741,Female,0,0,0,6,1,0,No,Month-to-month,1,Mailed check,20.95,109.5,0
1742,Male,0,0,0,17,1,0,Fiber optic,Month-to-month,1,Electronic check,76.65,1313.55,1
1743,Male,0,0,1,39,1,1,No,One year,0,Bank transfer (automatic),25.45,958.45,0
1744,Male,0,0,0,4,1,0,DSL,Month-to-month,1,Mailed check,55.3,238.5,0
1745,Female,0,0,1,31,1,0,No,One year,0,Credit card (automatic),20.1,589.25,0
1746,Female,1,1,0,27,1,1,Fiber optic,Month-to-month,1,Bank transfer (automatic),104.3,2867.75,1
1747,Male,0,0,0,18,1,1,No,One year,0,Mailed check,23.75,424.5,0
1748,Male,0,1,1,15,1,0,No,Two year,0,Mailed check,19.35,278.85,0
1749,Male,0,1,0,25,1,0,No,One year,1,Bank transfer (automatic),20.95,495.15,0
1750,Male,0,0,1,1,1,0,No,Month-to-month,0,Mailed check,19.75,19.75,1
1751,Male,0,1,1,65,1,1,Fiber optic,Two year,1,Bank transfer (automatic),104.1,6700.05,0
1752,Male,0,0,0,1,1,0,No,Month-to-month,1,Mailed check,20.45,20.45,0
1753,Female,0,1,1,58,1,0,Fiber optic,Month-to-month,1,Electronic check,91.55,5511.65,0
1754,Male,0,0,0,8,0,0,DSL,Month-to-month,1,Credit card (automatic),25.25,186.3,0
1755,Female,0,0,0,1,1,0,No,Month-to-month,0,Mailed check,20.95,20.95,1
1756,Female,1,0,0,5,1,0,Fiber optic,Month-to-month,0,Electronic check,78.95,378.4,1
1757,Female,0,1,0,37,1,1,Fiber optic,One year,1,Electronic check,99.2,3754.6,1
1758,Female,0,1,0,51,1,0,Fiber optic,Month-to-month,0,Mailed check,69.15,3649.6,0
1759,Female,0,1,0,2,1,0,DSL,Month-to-month,0,Credit card (automatic),69,147.8,0
1760,Female,0,0,0,1,1,0,Fiber optic,Month-to-month,1,Credit card (automatic),85.55,85.55,1
1761,Female,0,1,0,49,1,0,Fiber optic,Month-to-month,0,Electronic check,99.4,5025,0
1762,Male,1,0,0,33,0,0,DSL,Month-to-month,1,Electronic check,54.6,1803.7,0
1763,Female,0,1,0,56,1,1,No,One year,0,Electronic check,24.3,1261.7,0
1764,Male,0,1,1,24,1,0,No,One year,1,Credit card (automatic),20.8,469.65,0
1765,Male,0,1,1,63,1,0,No,Two year,1,Mailed check,19.15,1177.05,0
1766,Male,0,1,0,29,1,1,Fiber optic,Month-to-month,1,Bank transfer (automatic),80.15,2265.25,1
1767,Male,0,1,0,48,1,1,Fiber optic,Month-to-month,1,Bank transfer (automatic),111.45,5315.1,0
1768,Male,0,1,0,72,0,0,DSL,Two year,1,Electronic check,64.7,4746.05,0
1769,Male,0,0,0,25,1,0,DSL,Month-to-month,1,Mailed check,79,1902,0
1770,Female,0,1,1,71,1,0,No,Two year,0,Credit card (automatic),19.9,1397.3,0
1771,Male,1,1,0,45,1,1,Fiber optic,One year,1,Bank transfer (automatic),98.7,4525.8,0
1772,Female,0,1,1,71,1,1,No,Two year,0,Bank transfer (automatic),24.7,1810.55,0
1773,Female,0,0,0,61,0,0,DSL,One year,0,Credit card (automatic),43.7,2696.55,0
1774,Male,0,0,0,38,1,1,Fiber optic,Month-to-month,1,Credit card (automatic),95.1,3691.2,0
1775,Female,0,1,1,65,1,1,Fiber optic,Month-to-month,1,Electronic check,105.5,6985.65,1
1776,Male,0,1,1,72,1,1,Fiber optic,One year,1,Bank transfer (automatic),106.1,7848.5,0
1777,Female,0,0,0,64,1,1,No,One year,0,Mailed check,24.7,1642.75,0
1778,Female,0,1,0,6,1,0,DSL,Month-to-month,1,Electronic check,49.15,270.8,1
1779,Male,1,0,0,24,1,1,Fiber optic,Month-to-month,1,Electronic check,76.1,1712.7,1
1780,Male,0,0,0,50,1,1,Fiber optic,One year,0,Credit card (automatic),114.35,5791.1,0
1781,Male,0,0,0,37,0,0,DSL,Two year,0,Credit card (automatic),35.8,1316.9,0
1782,Male,0,1,1,31,0,0,DSL,One year,0,Electronic check,59.95,1848.8,0
1783,Female,0,0,0,1,1,0,No,Month-to-month,0,Credit card (automatic),19.8,19.8,0
1784,Female,0,1,0,58,1,1,Fiber optic,One year,1,Credit card (automatic),110.65,6526.65,0
1785,Male,0,0,0,19,1,0,DSL,One year,1,Bank transfer (automatic),65.35,1231.85,0
1786,Female,1,0,0,44,1,1,Fiber optic,One year,1,Credit card (automatic),109.8,4860.35,0
1787,Female,1,0,0,64,1,0,DSL,Two year,1,Credit card (automatic),70.2,4481,1
1788,Female,0,0,0,30,1,0,DSL,One year,0,Credit card (automatic),74.65,2308.6,0
1789,Male,0,1,1,59,1,0,DSL,Two year,1,Electronic check,86.75,5186,0
1790,Male,0,1,1,17,1,0,No,One year,0,Bank transfer (automatic),19.9,329.75,0
1791,Female,0,1,0,17,1,0,No,One year,0,Mailed check,19.35,307,0
1792,Male,0,0,0,67,1,0,DSL,Two year,0,Bank transfer (automatic),50.55,3260.1,0
1793,Male,1,0,0,51,1,0,Fiber optic,One year,1,Bank transfer (automatic),94,4905.75,0
1794,Female,0,0,0,17,1,0,No,One year,0,Credit card (automatic),20.05,337.9,0
1795,Male,0,1,0,67,1,0,DSL,Two year,1,Credit card (automatic),69.2,4671.65,0
1796,Female,0,1,1,58,1,0,No,Two year,0,Credit card (automatic),20.3,1160.75,0
1797,Female,0,1,0,65,1,1,Fiber optic,Two year,1,Bank transfer (automatic),107.65,7082.85,0
1798,Female,0,0,0,5,1,1,DSL,Month-to-month,1,Electronic check,53.8,283.95,0
1799,Female,0,1,0,72,1,1,DSL,Two year,0,Credit card (automatic),79.2,5401.9,0
1800,Male,0,0,0,18,1,0,DSL,Month-to-month,0,Credit card (automatic),55.2,1058.1,0
1801,Female,0,0,0,9,1,0,No,Month-to-month,0,Mailed check,20.25,186.15,0
1802,Male,1,1,0,72,0,0,DSL,Two year,1,Credit card (automatic),64.45,4641.1,0
1803,Male,0,0,0,2,1,0,Fiber optic,Month-to-month,0,Electronic check,95.65,167.3,1
1804,Female,1,1,0,2,1,1,Fiber optic,Month-to-month,0,Electronic check,79.2,172.85,1
1805,Female,0,1,1,52,1,0,No,Two year,0,Mailed check,19.85,1070.5,0
1806,Male,1,1,0,3,0,0,DSL,Month-to-month,1,Mailed check,36.45,93.7,1
1807,Male,1,1,0,31,1,1,Fiber optic,Month-to-month,0,Electronic check,89.45,2807.65,0
1808,Male,0,0,0,12,0,0,DSL,Month-to-month,0,Mailed check,34,442.45,0
1809,Male,1,1,0,32,1,1,Fiber optic,Month-to-month,0,Bank transfer (automatic),106.35,3520.75,1
1810,Male,1,0,0,47,1,0,Fiber optic,Month-to-month,0,Mailed check,85.5,4042.3,1
1811,Male,0,1,1,67,1,0,No,Two year,1,Credit card (automatic),19.4,1284.2,0
1812,Male,0,1,1,42,1,1,DSL,Month-to-month,1,Bank transfer (automatic),69.4,3058.3,0
1813,Male,0,0,0,21,1,1,Fiber optic,Month-to-month,1,Electronic check,84.1,1737.45,0
1814,Male,0,1,1,30,1,1,Fiber optic,Month-to-month,1,Electronic check,94.4,2838.7,1
1815,Female,0,1,0,62,1,1,DSL,Two year,1,Electronic check,84.95,5150.55,0
1816,Male,1,0,0,15,1,0,Fiber optic,Month-to-month,1,Electronic check,74.4,1074.3,1
1817,Male,0,1,0,61,1,1,Fiber optic,Month-to-month,0,Bank transfer (automatic),99.4,5943.65,0
1818,Female,0,0,0,17,1,0,Fiber optic,Month-to-month,1,Electronic check,70,1144.5,1
1819,Male,1,1,1,71,1,0,Fiber optic,One year,1,Bank transfer (automatic),86.7,6179.35,0
1820,Male,0,0,0,13,1,0,No,One year,0,Mailed check,19.45,270.2,0
1821,Female,0,0,0,68,1,1,DSL,Two year,1,Electronic check,88.15,6148.45,0
1822,Female,0,1,1,10,1,0,No,Two year,0,Mailed check,20.15,220.8,0
1823,Female,0,1,0,65,1,0,DSL,Two year,0,Credit card (automatic),58.9,3857.1,0
1824,Male,0,1,0,57,1,0,DSL,Month-to-month,0,Electronic check,55.7,3171.6,0
1825,Female,0,0,0,2,1,1,Fiber optic,Month-to-month,1,Electronic check,75.9,143.35,1
1826,Male,0,0,0,9,0,0,DSL,Month-to-month,1,Electronic check,45.4,418.8,1
1827,Male,0,0,0,69,1,1,Fiber optic,Two year,1,Credit card (automatic),97.65,6743.55,0
1828,Female,0,1,0,38,1,1,Fiber optic,Month-to-month,1,Electronic check,105,4026.4,1
1829,Female,0,1,0,71,1,1,No,Two year,0,Credit card (automatic),25.6,1888.25,0
1830,Male,0,0,0,3,1,1,Fiber optic,Month-to-month,1,Electronic check,76.95,228.4,1
1831,Male,0,1,0,72,1,1,Fiber optic,Two year,0,Credit card (automatic),114.45,8375.05,0
1832,Male,0,0,0,5,1,1,Fiber optic,Month-to-month,1,Bank transfer (automatic),94.85,462.8,1
1833,Female,0,0,1,2,1,1,Fiber optic,Month-to-month,1,Bank transfer (automatic),94.2,193.8,1
1834,Female,1,0,0,3,1,0,DSL,Month-to-month,0,Electronic check,45,127.1,1
1835,Female,0,1,0,13,1,1,Fiber optic,Month-to-month,0,Electronic check,94.1,1215.6,1
1836,Male,0,0,0,21,1,1,Fiber optic,Month-to-month,1,Electronic check,73.7,1558.7,0
1837,Male,1,1,0,63,1,0,DSL,One year,1,Bank transfer (automatic),84,5329.55,0
1838,Male,0,0,0,29,1,0,Fiber optic,Month-to-month,1,Electronic check,94.2,2607.6,0
1839,Male,0,0,0,13,1,0,No,One year,0,Credit card (automatic),19.3,259.65,0
1840,Female,1,1,0,46,1,1,Fiber optic,One year,0,Electronic check,100.25,4753.85,0
1841,Female,0,1,1,69,1,0,No,Two year,0,Bank transfer (automatic),19.7,1396.9,0
1842,Male,0,0,0,68,1,1,Fiber optic,One year,0,Bank transfer (automatic),101.35,7110.75,0
1843,Male,0,0,0,1,0,0,DSL,Month-to-month,1,Mailed check,44.65,44.65,1
1844,Male,0,0,0,66,1,0,No,Two year,0,Bank transfer (automatic),19.7,1253.8,0
1845,Male,1,0,0,2,1,0,No,Month-to-month,0,Electronic check,19.2,37.2,0
1846,Female,0,0,0,64,1,1,No,One year,1,Bank transfer (automatic),24.4,1601.2,0
1847,Female,0,1,1,18,1,0,No,Two year,0,Mailed check,19.35,309.25,0
1848,Female,0,1,1,72,0,0,DSL,Two year,0,Credit card (automatic),53.65,3784,0
1849,Female,0,0,0,8,1,1,Fiber optic,Month-to-month,1,Electronic check,75.25,576.7,0
1850,Male,0,1,0,52,0,0,DSL,Month-to-month,1,Electronic check,39.9,2020.9,0
1851,Male,0,1,1,63,1,1,No,Two year,0,Mailed check,25.25,1573.05,0
1852,Male,0,0,0,10,1,0,DSL,Month-to-month,1,Credit card (automatic),45.8,436.2,0
1853,Female,0,1,1,14,1,1,Fiber optic,Month-to-month,1,Electronic check,87.25,1258.6,1
1854,Female,1,1,0,18,1,1,Fiber optic,Month-to-month,0,Bank transfer (automatic),99.75,1836.25,1
1855,Male,0,0,1,71,1,1,Fiber optic,Two year,0,Bank transfer (automatic),106.7,7382.25,0
1856,Male,0,0,1,68,1,1,DSL,Two year,1,Bank transfer (automatic),86.5,5882.75,0
1857,Female,0,1,1,72,1,0,DSL,Two year,1,Bank transfer (automatic),83.7,6096.9,0
1858,Female,0,0,0,3,1,0,Fiber optic,Month-to-month,1,Mailed check,74.75,238.1,0
1859,Male,0,1,0,11,1,1,Fiber optic,Month-to-month,1,Bank transfer (automatic),80.5,896.9,1
1860,Male,0,0,0,2,1,0,DSL,Month-to-month,0,Electronic check,44.35,81.25,1
1861,Female,0,1,1,34,1,0,No,Month-to-month,0,Mailed check,20.65,716.4,0
1862,Male,0,1,0,72,1,1,Fiber optic,Two year,0,Credit card (automatic),115.8,8332.15,0
1863,Female,0,0,0,6,1,1,Fiber optic,Month-to-month,1,Electronic check,89.75,552.65,0
1864,Female,0,1,1,61,1,1,DSL,One year,1,Electronic check,79.4,4820.55,0
1865,Male,0,0,0,3,0,0,DSL,Month-to-month,0,Electronic check,25.1,79.8,0
1866,Male,0,1,0,63,1,0,Fiber optic,Two year,0,Credit card (automatic),99.7,6330.4,0
1867,Male,0,1,0,72,1,1,DSL,Two year,1,Credit card (automatic),92,6782.15,0
1868,Female,0,1,0,1,1,0,Fiber optic,Month-to-month,0,Electronic check,78.8,78.8,1
1869,Male,0,1,0,43,1,1,DSL,One year,1,Electronic check,80.2,3581.6,0
1870,Male,0,1,0,27,1,0,No,Two year,0,Bank transfer (automatic),19.55,520.55,0
1871,Female,0,0,0,71,1,1,Fiber optic,Two year,1,Electronic check,118.65,8477.6,0
1872,Male,1,0,0,2,1,0,Fiber optic,Month-to-month,1,Credit card (automatic),95.1,180.25,1
1873,Male,0,0,0,38,1,0,DSL,One year,1,Mailed check,62.3,2354.8,1
1874,Female,0,1,0,72,1,1,Fiber optic,One year,0,Credit card (automatic),109.15,7789.6,0
1875,Female,0,1,0,61,1,1,No,Two year,0,Mailed check,24.4,1417.9,0
1876,Male,0,1,1,69,1,0,Fiber optic,Two year,1,Credit card (automatic),106.35,7261.75,0
1877,Male,0,0,0,36,1,0,DSL,One year,1,Mailed check,65.4,2498.4,1
1878,Female,0,1,0,48,1,0,DSL,One year,1,Electronic check,65.65,3094.65,0
1879,Female,0,1,1,55,1,0,No,One year,0,Credit card (automatic),19.15,998.1,0
1880,Female,0,1,1,26,1,0,No,Month-to-month,1,Credit card (automatic),20.25,493.95,0
1881,Female,0,0,0,1,1,0,DSL,Month-to-month,0,Electronic check,49.95,49.95,0
1882,Female,0,0,0,67,1,1,No,Two year,1,Bank transfer (automatic),25.6,1790.35,0
1883,Female,1,1,0,29,0,0,DSL,Month-to-month,1,Electronic check,45,1228.65,0
1884,Male,0,1,1,47,1,0,Fiber optic,Month-to-month,0,Electronic check,90.05,4137.2,0
1885,Female,1,1,0,66,1,1,Fiber optic,Month-to-month,1,Electronic check,100.8,6690.75,0
1886,Male,1,0,0,72,1,1,No,Two year,0,Bank transfer (automatic),25.4,1809.35,0
1887,Female,0,0,0,49,1,0,Fiber optic,Two year,0,Credit card (automatic),100.65,4917.75,0
1888,Male,1,1,0,52,1,0,Fiber optic,One year,1,Bank transfer (automatic),104.45,5481.25,0
1889,Female,1,0,0,1,1,0,Fiber optic,Month-to-month,1,Electronic check,86,86,1
1890,Male,0,0,0,48,1,1,DSL,One year,1,Bank transfer (automatic),70.95,3629.2,0
1891,Female,1,1,0,62,1,1,Fiber optic,One year,1,Credit card (automatic),97.95,5936.55,0
1892,Female,0,1,1,56,1,0,Fiber optic,One year,0,Bank transfer (automatic),88.9,4968,0
1893,Female,0,0,0,1,1,0,DSL,Month-to-month,0,Mailed check,44.75,44.75,0
1894,Female,0,1,1,3,1,1,DSL,Month-to-month,1,Bank transfer (automatic),69.15,235,0
1895,Female,0,0,0,1,1,1,Fiber optic,Month-to-month,1,Mailed check,79.15,79.15,0
1896,Female,0,0,0,2,1,0,DSL,Month-to-month,1,Credit card (automatic),55.05,102.75,1
1897,Male,0,1,0,47,1,1,Fiber optic,One year,1,Electronic check,78.9,3650.35,0
1898,Male,0,0,0,12,1,1,No,One year,0,Credit card (automatic),24.95,280.4,0
1899,Male,0,0,1,66,1,1,DSL,Two year,0,Bank transfer (automatic),65.7,4378.9,0
1900,Female,0,1,0,53,1,0,Fiber optic,One year,1,Electronic check,93.45,4872.2,0
1901,Female,0,1,0,66,1,1,DSL,Two year,0,Bank transfer (automatic),66.9,4370.25,0
1902,Male,0,0,0,17,1,0,No,Two year,0,Credit card (automatic),19.45,369.05,0
1903,Male,1,1,0,17,1,1,Fiber optic,Month-to-month,1,Credit card (automatic),100.45,1622.45,1
1904,Male,0,0,0,40,0,0,DSL,One year,0,Credit card (automatic),36,1382.9,0
1905,Female,0,1,0,3,1,1,Fiber optic,Month-to-month,1,Credit card (automatic),74.75,229.5,1
1906,Female,1,0,0,1,0,0,DSL,Month-to-month,1,Electronic check,25.2,25.2,1
1907,Male,0,1,1,67,1,1,Fiber optic,Month-to-month,1,Bank transfer (automatic),89.55,6373.1,0
1908,Male,0,1,0,58,1,1,Fiber optic,One year,0,Credit card (automatic),100.35,5681.1,0
1909,Female,0,0,1,1,1,0,Fiber optic,Month-to-month,1,Electronic check,79.35,79.35,1
1910,Male,0,0,0,24,1,1,DSL,One year,0,Bank transfer (automatic),54.6,1242.25,0
1911,Male,0,0,1,51,1,0,DSL,One year,0,Credit card (automatic),47.85,2356.75,0
1912,Male,0,1,0,66,1,1,Fiber optic,Month-to-month,1,Credit card (automatic),105,7133.25,1
1913,Male,1,1,0,72,1,1,Fiber optic,Two year,0,Bank transfer (automatic),98.35,6929.4,0
1914,Female,0,1,1,16,1,0,DSL,Two year,0,Bank transfer (automatic),68.25,1114.85,0
1915,Male,0,1,1,72,1,1,Fiber optic,Two year,1,Credit card (automatic),114.05,8468.2,0
1916,Male,0,1,0,1,1,0,Fiber optic,Month-to-month,1,Electronic check,84.8,84.8,1
1917,Male,1,1,1,72,0,0,DSL,Two year,1,Bank transfer (automatic),64.8,4732.35,0
1918,Male,0,1,1,68,1,1,DSL,Two year,1,Credit card (automatic),92.2,6392.85,0
1919,Female,0,0,0,1,1,0,Fiber optic,Month-to-month,1,Electronic check,74.7,74.7,1
1920,Male,0,1,1,67,1,1,Fiber optic,One year,1,Electronic check,105.4,6989.45,0
1921,Male,0,1,1,16,1,0,DSL,One year,1,Mailed check,55.85,857.8,0
1922,Male,0,0,0,35,1,1,Fiber optic,Month-to-month,1,Mailed check,96.75,3403.4,0
1923,Female,0,0,0,1,1,0,DSL,Month-to-month,1,Electronic check,52.2,52.2,1
1924,Male,1,1,0,51,0,0,DSL,Month-to-month,1,Credit card (automatic),29.45,1459.35,0
1925,Male,0,1,1,71,1,0,Fiber optic,One year,1,Bank transfer (automatic),104.65,7288.4,0
1926,Male,0,0,0,4,1,0,DSL,Month-to-month,1,Electronic check,74.4,299.7,1
1927,Female,0,0,0,2,1,0,No,Month-to-month,0,Mailed check,19.5,27.55,0
